Time (s),Freq. (MHz),Force (kN)
0.001800000000150348,0.001800000000150348,-1.7229228800944245
0.004275000000150797,0.004275000000150797,-1.7799178970980836
0.006750000000151246,0.006750000000151246,-1.6831872349453454
0.009225000000151695,0.009225000000151695,-1.738799764872471
0.011700000000152144,0.011700000000152144,-1.6930375578023802
0.014175000000152593,0.014175000000152593,-1.7075344139871595
0.016650000000153042,0.016650000000153042,-1.7037876855260607
0.01912500000015349,0.01912500000015349,-1.6804976542783852
0.02160000000015394,0.02160000000015394,-1.7402601039183379
0.02407500000015439,0.02407500000015439,-1.7089136230860258
0.02655000000015484,0.02655000000015484,-1.746936524909707
0.029025000000155288,0.029025000000155288,-1.7048472918034496
0.03150000000015574,0.03150000000015574,-1.715916202854183
0.033975000000156186,0.033975000000156186,-1.7237399160252442
0.036450000000156635,0.036450000000156635,-1.6770852795382267
0.038925000000157084,0.038925000000157084,-1.7180288594536421
0.04140000000015753,0.04140000000015753,-1.717301148413951
0.04387500000015798,0.04387500000015798,-1.7006940941129713
0.04635000000015843,0.04635000000015843,-1.7240595188467298
0.04882500000015888,0.04882500000015888,-1.6981692318232466
0.05130000000015933,0.05130000000015933,-1.681887516804646
0.05377500000015978,0.05377500000015978,-1.661122347846695
0.05625000000016023,0.05625000000016023,-1.710138767235043
0.058725000000160676,0.058725000000160676,-1.7049267827616086
0.061200000000161126,0.061200000000161126,-1.7338287117567721
0.06367500000016157,0.06367500000016157,-1.743192254931851
0.06615000000016202,0.06615000000016202,-1.7133962575309434
0.06862500000016247,0.06862500000016247,-1.7352120183277142
0.07110000000016292,0.07110000000016292,-1.7111115071045455
0.07357500000016337,0.07357500000016337,-1.6984978490832772
0.07605000000016382,0.07605000000016382,-1.7338213363070527
0.07852500000016427,0.07852500000016427,-1.7200628445893429
0.08100000000016472,0.08100000000016472,-1.731957806009465
0.08347500000016517,0.08347500000016517,-1.7435954461835637
0.08595000000016562,0.08595000000016562,-1.7394463459651692
0.08842500000016607,0.08842500000016607,-1.7295993010857857
0.09090000000016651,0.09090000000016651,-1.7243029086877077
0.09337500000016696,0.09337500000016696,-1.722836833180947
0.09585000000016741,0.09585000000016741,-1.6791159866962846
0.09832500000016786,0.09832500000016786,-1.7019913537704363
0.10080000000016831,0.10080000000016831,-1.6818850583213876
0.10327500000016876,0.10327500000016876,-1.746773445521305
0.10575000000016921,0.10575000000016921,-1.6927958069502198
0.10822500000016966,0.10822500000016966,-1.6967080732829711
0.1107000000001701,0.1107000000001701,-1.7262533053931655
0.11317500000017056,0.11317500000017056,-1.7725039311340534
0.115650000000171,0.115650000000171,-1.7463694347751757
0.11812500000017145,0.11812500000017145,-1.729602579063445
0.1206000000001719,0.1206000000001719,-1.7449058177516574
0.12307500000017235,0.12307500000017235,-1.7129053803769116
0.1255500000001728,0.1255500000001728,-1.7260951429712643
0.12802500000017325,0.12802500000017325,-1.7252846629957468
0.1305000000001737,0.1305000000001737,-1.7257689841944521
0.13297500000017415,0.13297500000017415,-1.704197432733092
0.1354500000001746,0.1354500000001746,-1.7120908029293345
0.13792500000017505,0.13792500000017505,-1.7140485750845356
0.1404000000001755,0.1404000000001755,-1.7694136176986313
0.14287500000017594,0.14287500000017594,-1.7879743466827198
0.1453500000001764,0.1453500000001764,-1.716485751471957
0.14782500000017684,0.14782500000017684,-1.7149385460182036
0.1503000000001773,0.1503000000001773,-1.7155113726136286
0.15277500000017774,0.15277500000017774,-1.6691853533866658
0.1552500000001782,0.1552500000001782,-1.7560566782438083
0.15772500000017864,0.15772500000017864,-1.704030255872614
